split,sample_id,trajectory_rmse
ood_test,1533,0.11887482553720474
ood_test,1534,0.18673501908779144
ood_test,1535,0.11794619262218475
ood_test,1585,0.15243594348430634
ood_test,1586,0.08620668947696686
ood_test,1587,0.10099941492080688
ood_test,1588,0.043132033199071884
ood_test,1589,0.08508078753948212
ood_test,1590,0.1372266411781311
ood_test,1592,0.08646118640899658
ood_test,1594,0.0964202880859375
ood_test,1595,0.2604215145111084
ood_test,1632,0.12282482534646988
ood_test,1634,0.12896697223186493
ood_test,1635,0.2645285725593567
ood_test,1636,0.0831584557890892
ood_test,1637,0.10116294771432877
ood_test,1638,0.14225667715072632
ood_test,1639,0.06419984996318817
ood_test,1640,0.19403527677059174
ood_test,1642,0.054319217801094055
ood_test,1643,0.0758572593331337
ood_test,1680,0.06433453410863876
ood_test,1681,0.22499138116836548
ood_test,1682,0.053311482071876526
ood_test,1683,0.07948241382837296
ood_test,1684,0.0622686892747879
ood_test,1685,0.19976532459259033
ood_test,1686,0.04080552980303764
ood_test,1687,0.18553310632705688
ood_test,1688,0.23284736275672913
ood_test,1689,0.16750401258468628
ood_test,1690,0.38224709033966064
ood_test,1691,0.2568519115447998
ood_test,1728,0.12984633445739746
ood_test,1729,0.22611534595489502
ood_test,1730,0.3853725492954254
ood_test,1731,0.1322384923696518
ood_test,1732,0.07452715933322906
ood_test,1734,0.17560799419879913
ood_test,1735,0.2475881278514862
ood_test,1737,0.15150466561317444
ood_test,1738,0.28968238830566406
ood_test,1739,0.0844665989279747
ood_test,1764,0.06062258034944534
ood_test,1765,0.06266260892152786
ood_test,1766,0.04288772493600845
ood_test,1767,0.05915365368127823
ood_test,1768,0.1324862539768219
ood_test,1769,0.04764559119939804
ood_test,1770,0.15532450377941132
ood_test,1771,0.04338592663407326
ood_test,1772,0.13791318237781525
ood_test,1773,0.042609427124261856
ood_test,1774,0.11644204705953598
ood_test,1775,0.04660218581557274
ood_test,1776,0.2992647588253021
ood_test,1777,0.18285493552684784
ood_test,1778,0.11543422937393188
ood_test,1779,0.10286740213632584
ood_test,1780,0.1718217432498932
ood_test,1781,0.14017334580421448
ood_test,1783,0.1697828769683838
ood_test,1784,0.12919370830059052
ood_test,1785,0.13006457686424255
ood_test,1786,0.0758257582783699
ood_test,1788,0.10103745758533478
ood_test,1789,0.055613595992326736
ood_test,1790,0.0741138905286789
ood_test,1791,0.1376292109489441
ood_test,1792,0.08113276213407516
ood_test,1793,0.17343032360076904
ood_test,1795,0.057078588753938675
ood_test,1796,0.13032227754592896
ood_test,1797,0.06543809920549393
ood_test,1798,0.0899849459528923
ood_test,1799,0.3693184554576874
ood_test,1860,0.17384940385818481
ood_test,1861,0.06033113971352577
ood_test,1862,0.18571776151657104
ood_test,1863,0.07134922593832016
ood_test,1864,0.08397753536701202
ood_test,1865,0.24692249298095703
ood_test,1866,0.11477956175804138
ood_test,1867,0.19150374829769135
ood_test,1868,0.1614721566438675
ood_test,1869,0.20222733914852142
ood_test,1870,0.18046875298023224
ood_test,1871,0.16676129400730133
ood_test,1920,0.05790136754512787
ood_test,1921,0.06377994269132614
ood_test,1922,0.11505397409200668
ood_test,1923,0.1354367733001709
ood_test,1924,0.10107199847698212
ood_test,1925,0.10312827676534653
ood_test,1926,0.09812480211257935
ood_test,1927,0.13764506578445435
ood_test,1928,0.06252773106098175
ood_test,1929,0.08760156482458115
ood_test,1930,0.06580618768930435
ood_test,1931,0.12825757265090942
ood_test,1980,0.22304180264472961
ood_test,1981,0.0536084920167923
ood_test,1982,0.06119712442159653
ood_test,1983,0.11922524869441986
ood_test,1984,0.12333762645721436
ood_test,1985,0.18012459576129913
ood_test,1986,0.057368237525224686
ood_test,1987,0.19820432364940643
ood_test,1988,0.12301182001829147
ood_test,1989,0.08073481172323227
ood_test,1991,0.1654037982225418
ood_test,2064,0.08535918593406677
ood_test,2065,0.21942806243896484
ood_test,2067,0.09534133970737457
ood_test,2069,0.05987755209207535
ood_test,2070,0.1821567565202713
ood_test,2071,0.18891541659832
ood_test,2073,0.13672947883605957
ood_test,2075,0.15769779682159424
ood_test,2112,0.15952345728874207
ood_test,2113,0.10058928281068802
ood_test,2114,0.09069710969924927
ood_test,2115,0.13898231089115143
ood_test,2119,0.08270366489887238
ood_test,2120,0.06699246168136597
ood_test,2121,0.15685607492923737
ood_test,2122,0.2675602436065674
ood_test,2123,0.13428182899951935
ood_test,2148,0.10513264685869217
ood_test,2150,0.12094508111476898
ood_test,2151,0.06718400865793228
ood_test,2153,0.1020498052239418
